sample_id,source,tool,tool_version,fraction_genome_altered,aneuploidy_score,mutation_count,tmb_nonsynonymous,scar_proxy_class,sbs3_signature_status,structural_variant_signature_status,hrd_classifier_status,predicted_hrd_class,confidence,caveat
TCGA-AO-A12H-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,0.0,21.0,0.7,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-AO-A1KO-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,,5.0,0.1667,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-AR-A2LH-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,3.0,59.0,2.0,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-AR-A2LQ-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,1.0,10.0,0.3333,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-BH-A42U-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,,18.0,0.6333,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-E2-A1IK-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.0,0.0,16.0,0.5,copy_number_scar_proxy_low,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,low_evidence_negative_candidate,limited,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-A2-A25B-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.4302,,98.0,3.2667,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-A7-A6VW-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.5937,13.0,56.0,1.8667,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-A8-A06X-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.6033,11.0,186.0,6.1667,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-A8-A08L-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.5383,9.0,195.0,6.5333,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-AR-A0U4-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.4452,11.0,145.0,4.8333,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-BH-A0WA-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.606,13.0,90.0,2.9667,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-D8-A1JP-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.4267,4.0,98.0,3.3667,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
TCGA-E9-A1NC-01,cBioPortal TCGA-BRCA PanCancer Atlas sample clinical fields,processed proxy summary,study import 2026-06-05,0.423,5.0,65.0,2.2,copy_number_scar_proxy_high,not_assessable_from_phase1_processed_data,not_assessable_from_phase1_processed_data,not_run_without_WGS_or_required_feature_matrix,strong_hrd_like_candidate,high_for_processed_public_candidate,"FGA/aneuploidy are copy-number scar proxies, not scarHRD/CHORD/HRDetect/SBS3 outputs."
